query	subject
KH.C7.477	KY21.Chr7.1146
KH.C7.574	KY21.Chr7.1147
KH.C7.419	KY21.Chr7.1148
KH.C7.317	KY21.Chr7.1149
KH.C7.286	KY21.Chr7.1150
KH.C7.455	KY21.Chr7.1151
KH.C7.153	KY21.Chr7.1152
KH.C7.565	KY21.Chr7.1153
KH.C7.394	KY21.Chr7.1155
KH.C7.669	KY21.Chr7.1156
KH.C7.435	KY21.Chr7.1157
KH.C7.678	KY21.Chr7.1158
KH.S2102.2	KY21.Chr7.1161
KH.C7.201	KY21.Chr7.1162
KH.C7.704	KY21.Chr7.1163
KH.C7.325	KY21.Chr7.1164
KH.C7.348	KY21.Chr7.1165
KH.C7.267	KY21.Chr7.1171
KH.C7.703	KY21.Chr7.1172
KH.C7.5	KY21.Chr7.1173
KH.C7.779	KY21.Chr7.1174
KH.C7.508	KY21.Chr7.1175
KH.C7.591	KY21.Chr7.1175
KH.C7.301	KY21.Chr7.1176
KH.C7.183	KY21.Chr7.1177
KH.C7.222	KY21.Chr7.1178
KH.C7.205	KY21.Chr7.1179
KH.S2435.1	KY21.Chr7.1179
KH.C7.711	KY21.Chr7.1181
KH.S675.7	KY21.Chr7.1181
KH.S675.1	KY21.Chr7.1182
KH.S675.6	KY21.Chr7.1183
KH.S675.5	KY21.Chr7.1184
KH.S675.3	KY21.Chr7.1185
KH.S675.8	KY21.Chr7.1186
KH.S675.2	KY21.Chr7.1188
KH.S675.4	KY21.Chr7.1189
KH.S534.9	KY21.Chr7.1191
KH.S534.7	KY21.Chr7.1192
KH.S534.2	KY21.Chr7.1193
KH.S534.6	KY21.Chr7.1194
KH.S534.4	KY21.Chr7.1195
KH.S534.10	KY21.Chr7.1196
KH.S534.8	KY21.Chr7.1197
KH.S534.1	KY21.Chr7.1198
KH.S534.3	KY21.Chr7.1199
KH.S534.5	KY21.Chr7.1200
KH.L51.10	KY21.Chr7.1201
KH.L51.3	KY21.Chr7.1202
KH.L51.1	KY21.Chr7.1203
KH.L51.7	KY21.Chr7.1204
KH.L51.9	KY21.Chr7.1205
KH.L51.5	KY21.Chr7.1206
KH.L51.8	KY21.Chr7.1207
KH.L51.6	KY21.Chr7.1208
KH.L51.2	KY21.Chr7.1209
KH.L51.4	KY21.Chr7.1210
KH.S1446.1	KY21.Chr7.1211
KH.S1446.2	KY21.Chr7.1212
KH.S761.2	KY21.Chr7.1214
KH.S1446.3	KY21.Chr7.1214
KH.S761.4	KY21.Chr7.1215
KH.S761.8	KY21.Chr7.1216
KH.S761.1	KY21.Chr7.1217
KH.S761.9	KY21.Chr7.1218
KH.S761.7	KY21.Chr7.1219
KH.S761.5	KY21.Chr7.1220
KH.S761.6	KY21.Chr7.1221
KH.S761.3	KY21.Chr7.1222
KH.L101.6	KY21.Chr8.57
KH.L101.11	KY21.Chr8.64
KH.S435.10	KY21.Chr8.78
KH.S1985.1	KY21.Chr8.82
KH.S1083.2	KY21.Chr8.86
KH.S1083.1	KY21.Chr8.87
KH.C12.567	KY21.Chr8.136
KH.S1377.1	KY21.Chr8.137
KH.S2624.1	KY21.Chr8.137
KH.S473.1	KY21.Chr8.139
KH.S811.2	KY21.Chr8.143
KH.L78.5	KY21.Chr8.148
KH.L78.7	KY21.Chr8.151
KH.L161.1	KY21.Chr8.171
KH.S1937.1	KY21.Chr8.173
KH.L161.3	KY21.Chr8.174
KH.L161.5	KY21.Chr8.175
KH.S584.2	KY21.Chr8.178
KH.S584.5	KY21.Chr8.179
KH.S584.7	KY21.Chr8.180
KH.S584.8	KY21.Chr8.181
KH.S584.6	KY21.Chr8.182
KH.S584.4	KY21.Chr8.183
KH.S584.3	KY21.Chr8.184
KH.S698.1	KY21.Chr8.186
KH.S698.2	KY21.Chr8.186
KH.S698.3	KY21.Chr8.187
KH.L76.16	KY21.Chr8.189
KH.S1180.1	KY21.Chr8.190
KH.S1957.1	KY21.Chr8.190
KH.S1180.2	KY21.Chr8.191
KH.S1497.1	KY21.Chr8.192
KH.C8.627	KY21.Chr8.193
KH.C8.401	KY21.Chr8.195
KH.C8.503	KY21.Chr8.196
KH.C8.355	KY21.Chr8.197
KH.C8.620	KY21.Chr8.198
KH.C8.168	KY21.Chr8.199
KH.C8.178	KY21.Chr8.200
KH.C8.915	KY21.Chr8.201
KH.C8.345	KY21.Chr8.202
KH.L80.3	KY21.Chr8.219
KH.L80.2	KY21.Chr8.220
KH.L80.1	KY21.Chr8.221
KH.S435.1	KY21.Chr8.221
KH.S435.7	KY21.Chr8.222
KH.S435.2	KY21.Chr8.223
KH.S435.11	KY21.Chr8.226
KH.S435.4	KY21.Chr8.227
KH.S435.3	KY21.Chr8.228
KH.S435.8	KY21.Chr8.229
KH.C8.381	KY21.Chr8.230
KH.C8.491	KY21.Chr8.231
KH.C8.712	KY21.Chr8.232
KH.C8.532	KY21.Chr8.233
KH.C8.633	KY21.Chr8.234
KH.C8.701	KY21.Chr8.235
KH.C8.277	KY21.Chr8.236
KH.C8.20	KY21.Chr8.238
KH.C8.310	KY21.Chr8.239
KH.C8.175	KY21.Chr8.242
KH.C8.27	KY21.Chr8.244
KH.C8.583	KY21.Chr8.245
KH.C8.505	KY21.Chr8.246
KH.C8.648	KY21.Chr8.247
KH.C8.14	KY21.Chr8.249
KH.C8.856	KY21.Chr8.250
KH.C8.751	KY21.Chr8.251
KH.C8.599	KY21.Chr8.253
KH.C8.164	KY21.Chr8.255
KH.C8.221	KY21.Chr8.256
KH.C8.50	KY21.Chr8.257
KH.C8.264	KY21.Chr8.258
KH.C8.325	KY21.Chr8.259
KH.C8.537	KY21.Chr8.260
KH.C8.333	KY21.Chr8.261
KH.C8.393	KY21.Chr8.262
KH.C8.414	KY21.Chr8.263
KH.C8.174	KY21.Chr8.264
KH.C8.444	KY21.Chr8.265
KH.C8.749	KY21.Chr8.266
KH.C8.284	KY21.Chr8.267
KH.C8.795	KY21.Chr8.268
KH.C8.860	KY21.Chr8.269
KH.C8.493	KY21.Chr8.270
KH.C8.1	KY21.Chr8.271
KH.C8.391	KY21.Chr8.272
KH.C8.803	KY21.Chr8.273
KH.C8.759	KY21.Chr8.274
KH.C8.785	KY21.Chr8.275
KH.C8.402	KY21.Chr8.276
KH.C8.586	KY21.Chr8.277
KH.C8.425	KY21.Chr8.278
KH.C8.558	KY21.Chr8.279
KH.C8.664	KY21.Chr8.280
KH.C8.139	KY21.Chr8.281
KH.C8.498	KY21.Chr8.282
KH.C8.500	KY21.Chr8.283
KH.C8.149	KY21.Chr8.284
KH.C8.738	KY21.Chr8.285
KH.C8.551	KY21.Chr8.286
KH.C8.854	KY21.Chr8.287
KH.C8.306	KY21.Chr8.289
KH.C8.910	KY21.Chr8.290
KH.C8.362	KY21.Chr8.291
KH.C8.921	KY21.Chr8.292
KH.C8.283	KY21.Chr8.294
KH.C8.794	KY21.Chr8.295
KH.C8.302	KY21.Chr8.296
KH.C8.246	KY21.Chr8.297
KH.C8.416	KY21.Chr8.298
KH.C8.383	KY21.Chr8.299
KH.C8.509	KY21.Chr8.301
KH.C8.433	KY21.Chr8.302
KH.C8.510	KY21.Chr8.302
KH.C8.487	KY21.Chr8.303
KH.C8.61	KY21.Chr8.304
KH.C8.270	KY21.Chr8.305
KH.C8.119	KY21.Chr8.306
KH.C8.829	KY21.Chr8.311
KH.C8.337	KY21.Chr8.312
KH.C8.553	KY21.Chr8.313
KH.C8.720	KY21.Chr8.314
KH.C8.121	KY21.Chr8.316
KH.C8.357	KY21.Chr8.317
KH.C8.567	KY21.Chr8.319
KH.C8.398	KY21.Chr8.320
KH.C8.278	KY21.Chr8.321
KH.C8.660	KY21.Chr8.322
KH.C8.251	KY21.Chr8.323
KH.C8.18	KY21.Chr8.324
KH.C8.400	KY21.Chr8.326
KH.C8.903	KY21.Chr8.327
KH.C8.439	KY21.Chr8.328
KH.S2060.1	KY21.Chr8.328
KH.C8.44	KY21.Chr8.331
KH.C8.171	KY21.Chr8.332
KH.C8.323	KY21.Chr8.333
KH.C8.790	KY21.Chr8.333
KH.L171.9	KY21.Chr8.333
KH.C8.194	KY21.Chr8.335
KH.C8.241	KY21.Chr8.338
KH.C8.474	KY21.Chr8.339
KH.C8.46	KY21.Chr8.340
KH.C8.580	KY21.Chr8.341
KH.C8.650	KY21.Chr8.342
KH.C8.390	KY21.Chr8.344
KH.C8.810	KY21.Chr8.345
KH.C8.69	KY21.Chr8.346
KH.C8.224	KY21.Chr8.347
KH.S1691.1	KY21.Chr8.348
KH.C8.448	KY21.Chr8.349
KH.C8.214	KY21.Chr8.352
KH.C8.22	KY21.Chr8.353
KH.C8.91	KY21.Chr8.354
KH.C8.781	KY21.Chr8.355
KH.C8.230	KY21.Chr8.357
KH.C8.192	KY21.Chr8.358
KH.C8.392	KY21.Chr8.361
KH.C8.631	KY21.Chr8.363
KH.C8.211	KY21.Chr8.364
KH.C8.677	KY21.Chr8.365
KH.C8.453	KY21.Chr8.366
KH.C8.713	KY21.Chr8.367
KH.C8.170	KY21.Chr8.368
KH.C12.536	KY21.Chr8.369
KH.C8.63	KY21.Chr8.370
KH.C8.893	KY21.Chr8.371
KH.C8.318	KY21.Chr8.372
KH.C8.367	KY21.Chr8.373
KH.C8.515	KY21.Chr8.374
KH.C8.97	KY21.Chr8.375
KH.C8.213	KY21.Chr8.376
KH.C8.43	KY21.Chr8.377
KH.C8.181	KY21.Chr8.378
KH.C8.233	KY21.Chr8.379
KH.C8.820	KY21.Chr8.384
KH.C8.763	KY21.Chr8.385
KH.C8.142	KY21.Chr8.387
KH.C8.659	KY21.Chr8.390
KH.C8.667	KY21.Chr8.391
KH.C8.245	KY21.Chr8.392
KH.C8.651	KY21.Chr8.393
KH.C8.767	KY21.Chr8.394
KH.C8.267	KY21.Chr8.395
KH.C8.249	KY21.Chr8.397
KH.C8.341	KY21.Chr8.398
KH.C8.908	KY21.Chr8.399
KH.C8.675	KY21.Chr8.400
KH.C8.252	KY21.Chr8.401
KH.C8.301	KY21.Chr8.403
KH.C8.254	KY21.Chr8.404
KH.C8.610	KY21.Chr8.405
KH.C8.887	KY21.Chr8.406
KH.C8.484	KY21.Chr8.410
KH.C8.528	KY21.Chr8.411
KH.C8.863	KY21.Chr8.412
KH.C8.779	KY21.Chr8.416
KH.C8.469	KY21.Chr8.417
KH.C8.84	KY21.Chr8.418
KH.C8.714	KY21.Chr8.419
KH.C8.742	KY21.Chr8.421
KH.C8.806	KY21.Chr8.422
KH.C8.238	KY21.Chr8.423
KH.C8.735	KY21.Chr8.424
KH.C8.776	KY21.Chr8.425
KH.C8.556	KY21.Chr8.426
KH.C8.336	KY21.Chr8.427
KH.C8.105	KY21.Chr8.428
KH.C8.147	KY21.Chr8.429
KH.C8.822	KY21.Chr8.430
KH.C8.552	KY21.Chr8.431
KH.C8.540	KY21.Chr8.432
KH.C8.86	KY21.Chr8.433
KH.C8.488	KY21.Chr8.435
KH.C8.231	KY21.Chr8.436
KH.C8.229	KY21.Chr8.440
KH.C8.208	KY21.Chr8.441
KH.C8.847	KY21.Chr8.442
KH.C8.334	KY21.Chr8.443
KH.C8.560	KY21.Chr8.444
KH.C8.592	KY21.Chr8.445
KH.C8.316	KY21.Chr8.446
KH.C8.258	KY21.Chr8.448
KH.C8.796	KY21.Chr8.449
KH.C8.307	KY21.Chr8.450
KH.C8.190	KY21.Chr8.451
KH.C8.257	KY21.Chr8.453
KH.C8.729	KY21.Chr8.454
KH.C8.76	KY21.Chr8.456
KH.C8.814	KY21.Chr8.457
KH.C8.768	KY21.Chr8.458
KH.C8.12	KY21.Chr8.459
KH.C8.271	KY21.Chr8.460
KH.C8.889	KY21.Chr8.461
KH.C8.353	KY21.Chr8.462
KH.C8.635	KY21.Chr8.467
KH.C8.717	KY21.Chr8.468
KH.C8.314	KY21.Chr8.469
KH.C8.798	KY21.Chr8.471
KH.C8.530	KY21.Chr8.472
KH.C8.199	KY21.Chr8.473
KH.C8.565	KY21.Chr8.474
KH.C8.89	KY21.Chr8.475
KH.C8.370	KY21.Chr8.476
KH.C8.169	KY21.Chr8.477
KH.C8.90	KY21.Chr8.478
KH.C8.94	KY21.Chr8.479
KH.C8.898	KY21.Chr8.482
KH.C8.895	KY21.Chr8.483
KH.C8.72	KY21.Chr8.488
KH.C8.821	KY21.Chr8.489
KH.C8.359	KY21.Chr8.491
KH.C8.683	KY21.Chr8.492
KH.C8.451	KY21.Chr8.494
KH.C8.465	KY21.Chr8.495
KH.C8.113	KY21.Chr8.497
KH.C8.878	KY21.Chr8.498
KH.C8.550	KY21.Chr8.499
KH.C8.442	KY21.Chr8.500
KH.C8.838	KY21.Chr8.501
KH.C8.728	KY21.Chr8.503
KH.C8.733	KY21.Chr8.506
KH.C8.842	KY21.Chr8.507
KH.C8.745	KY21.Chr8.508
KH.C8.755	KY21.Chr8.510
KH.C8.478	KY21.Chr8.511
KH.C8.360	KY21.Chr8.512
KH.C8.138	KY21.Chr8.513
KH.C8.881	KY21.Chr8.514
KH.C8.150	KY21.Chr8.515
KH.C8.562	KY21.Chr8.516
KH.C8.618	KY21.Chr8.518
KH.C8.413	KY21.Chr8.519
KH.C8.480	KY21.Chr8.520
KH.C8.294	KY21.Chr8.521
KH.C8.417	KY21.Chr8.522
KH.C8.130	KY21.Chr8.523
KH.C8.639	KY21.Chr8.524
KH.C8.554	KY21.Chr8.525
KH.C8.792	KY21.Chr8.526
KH.C8.602	KY21.Chr8.527
KH.C8.146	KY21.Chr8.528
KH.C8.5	KY21.Chr8.529
KH.C8.865	KY21.Chr8.530
KH.C8.177	KY21.Chr8.531
KH.C8.920	KY21.Chr8.532
KH.C8.289	KY21.Chr8.534
KH.C8.787	KY21.Chr8.535
KH.C8.187	KY21.Chr8.536
KH.C8.571	KY21.Chr8.537
KH.S1393.1	KY21.Chr8.538
KH.C8.649	KY21.Chr8.539
KH.C8.31	KY21.Chr8.540
KH.C8.852	KY21.Chr8.541
KH.C8.512	KY21.Chr8.542
KH.C8.183	KY21.Chr8.543
KH.C8.788	KY21.Chr8.544
KH.C8.725	KY21.Chr8.545
KH.C8.900	KY21.Chr8.546
KH.C8.656	KY21.Chr8.547
KH.C8.136	KY21.Chr8.548
KH.C8.536	KY21.Chr8.549
KH.C8.621	KY21.Chr8.549
KH.C8.368	KY21.Chr8.550
KH.C8.879	KY21.Chr8.551
KH.C8.502	KY21.Chr8.552
KH.C8.534	KY21.Chr8.553
KH.C8.15	KY21.Chr8.554
KH.C8.652	KY21.Chr8.555
KH.C8.809	KY21.Chr8.557
KH.C8.782	KY21.Chr8.558
KH.C8.379	KY21.Chr8.559
KH.C8.642	KY21.Chr8.561
KH.C8.812	KY21.Chr8.562
KH.C8.825	KY21.Chr8.563
KH.C8.193	KY21.Chr8.564
KH.C8.744	KY21.Chr8.565
KH.C8.179	KY21.Chr8.566
KH.C8.670	KY21.Chr8.567
KH.C8.60	KY21.Chr8.568
KH.C8.657	KY21.Chr8.569
KH.C8.626	KY21.Chr8.570
KH.C8.83	KY21.Chr8.571
KH.C8.805	KY21.Chr8.571
KH.C8.260	KY21.Chr8.572
KH.C8.268	KY21.Chr8.575
KH.C8.874	KY21.Chr8.576
KH.C8.577	KY21.Chr8.577
KH.C8.296	KY21.Chr8.578
KH.C8.35	KY21.Chr8.579
KH.C8.762	KY21.Chr8.581
KH.C8.429	KY21.Chr8.582
KH.C8.527	KY21.Chr8.583
KH.C8.19	KY21.Chr8.584
KH.C8.184	KY21.Chr8.585
KH.C8.775	KY21.Chr8.586
KH.C8.411	KY21.Chr8.587
KH.C8.855	KY21.Chr8.588
KH.C8.32	KY21.Chr8.589
KH.C8.513	KY21.Chr8.590
KH.C8.312	KY21.Chr8.591
KH.C8.833	KY21.Chr8.592
KH.C8.584	KY21.Chr8.593
KH.C8.419	KY21.Chr8.594
KH.C8.7	KY21.Chr8.595
KH.C8.791	KY21.Chr8.596
KH.C8.263	KY21.Chr8.599
KH.C8.424	KY21.Chr8.601
KH.C8.866	KY21.Chr8.602
KH.C8.209	KY21.Chr8.603
KH.C8.901	KY21.Chr8.604
KH.C8.163	KY21.Chr8.605
KH.C8.538	KY21.Chr8.606
KH.C8.871	KY21.Chr8.607
KH.C8.884	KY21.Chr8.608
KH.C8.564	KY21.Chr8.609
KH.C8.280	KY21.Chr8.610
KH.C8.247	KY21.Chr8.611
KH.C8.349	KY21.Chr8.613
KH.C8.331	KY21.Chr8.615
KH.C8.422	KY21.Chr8.616
KH.C8.544	KY21.Chr8.617
KH.C8.481	KY21.Chr8.618
KH.C8.501	KY21.Chr8.619
KH.C8.563	KY21.Chr8.620
KH.S910.5	KY21.Chr8.620
KH.S910.3	KY21.Chr8.621
KH.S910.4	KY21.Chr8.622
KH.S910.1	KY21.Chr8.623
KH.S910.2	KY21.Chr8.624
KH.S910.6	KY21.Chr8.625
KH.C8.909	KY21.Chr8.626
KH.C8.470	KY21.Chr8.628
KH.C8.156	KY21.Chr8.629
KH.C8.846	KY21.Chr8.630
KH.S1053.1	KY21.Chr8.631
KH.C8.807	KY21.Chr8.633
KH.C8.236	KY21.Chr8.635
KH.C8.804	KY21.Chr8.638
KH.C8.191	KY21.Chr8.639
KH.C8.39	KY21.Chr8.640
KH.C8.412	KY21.Chr8.641
KH.C8.645	KY21.Chr8.642
KH.C8.56	KY21.Chr8.643
KH.C8.279	KY21.Chr8.644
KH.C8.363	KY21.Chr8.645
KH.C8.826	KY21.Chr8.646
KH.C8.324	KY21.Chr8.647
KH.C8.456	KY21.Chr8.648
KH.C8.743	KY21.Chr8.650
KH.C8.770	KY21.Chr8.651
KH.C8.396	KY21.Chr8.654
KH.C8.890	KY21.Chr8.655
KH.C8.140	KY21.Chr8.656
KH.C8.409	KY21.Chr8.657
KH.L4.50	KY21.Chr8.658
KH.C8.772	KY21.Chr8.659
KH.C8.882	KY21.Chr8.660
KH.C8.518	KY21.Chr8.661
KH.C8.737	KY21.Chr8.664
KH.C8.101	KY21.Chr8.665
KH.C8.570	KY21.Chr8.666
KH.C8.288	KY21.Chr8.667
KH.C8.630	KY21.Chr8.668
KH.C8.339	KY21.Chr8.669
KH.C8.912	KY21.Chr8.670
KH.C8.79	KY21.Chr8.671
KH.C8.681	KY21.Chr8.672
KH.C8.102	KY21.Chr8.673
KH.C8.144	KY21.Chr8.674
KH.C8.718	KY21.Chr8.675
KH.C8.134	KY21.Chr8.676
KH.C8.243	KY21.Chr8.677
KH.C8.867	KY21.Chr8.678
KH.C8.800	KY21.Chr8.679
KH.C8.830	KY21.Chr8.680
KH.C8.828	KY21.Chr8.681
KH.C8.28	KY21.Chr8.682
KH.C8.369	KY21.Chr8.683
KH.C8.52	KY21.Chr8.684
KH.C8.125	KY21.Chr8.685
KH.C8.655	KY21.Chr8.686
KH.C8.48	KY21.Chr8.687
KH.C8.216	KY21.Chr8.688
KH.C8.764	KY21.Chr8.689
KH.C8.581	KY21.Chr8.690
KH.C8.497	KY21.Chr8.691
KH.C8.161	KY21.Chr8.692
KH.C8.774	KY21.Chr8.693
KH.C8.374	KY21.Chr8.694
KH.C8.455	KY21.Chr8.695
KH.C8.708	KY21.Chr8.696
KH.C8.386	KY21.Chr8.697
KH.C8.10	KY21.Chr8.699
KH.C8.721	KY21.Chr8.699
KH.C8.653	KY21.Chr8.704
KH.C8.373	KY21.Chr8.705
KH.C8.726	KY21.Chr8.706
KH.C8.638	KY21.Chr8.707
KH.C8.740	KY21.Chr8.708
KH.C8.8	KY21.Chr8.709
KH.C8.531	KY21.Chr8.710
KH.C8.548	KY21.Chr8.711
KH.C8.734	KY21.Chr8.712
KH.C8.372	KY21.Chr8.713
KH.C8.180	KY21.Chr8.714
KH.C8.34	KY21.Chr8.715
KH.C8.769	KY21.Chr8.716
KH.C8.643	KY21.Chr8.717
KH.C8.438	KY21.Chr8.718
KH.C8.322	KY21.Chr8.719
KH.C8.823	KY21.Chr8.720
KH.C8.837	KY21.Chr8.721
KH.C8.290	KY21.Chr8.722
KH.C8.771	KY21.Chr8.723
KH.C8.200	KY21.Chr8.724
KH.C8.778	KY21.Chr8.725
KH.C8.722	KY21.Chr8.726
KH.C8.158	KY21.Chr8.727
KH.C8.445	KY21.Chr8.728
KH.C8.305	KY21.Chr8.729
KH.C8.799	KY21.Chr8.730
KH.C8.886	KY21.Chr8.731
KH.C8.145	KY21.Chr8.732
KH.C8.376	KY21.Chr8.733
KH.C8.377	KY21.Chr8.734
KH.C8.519	KY21.Chr8.735
KH.C8.423	KY21.Chr8.736
KH.C8.476	KY21.Chr8.737
KH.C8.786	KY21.Chr8.738
KH.C8.13	KY21.Chr8.739
KH.C8.876	KY21.Chr8.740
KH.C8.160	KY21.Chr8.741
KH.C8.702	KY21.Chr8.742
KH.C8.623	KY21.Chr8.743
KH.C8.746	KY21.Chr8.744
KH.C8.836	KY21.Chr8.745
KH.C8.93	KY21.Chr8.746
KH.C8.120	KY21.Chr8.747
KH.C8.816	KY21.Chr8.748
KH.C8.603	KY21.Chr8.749
KH.C8.872	KY21.Chr8.752
KH.C8.624	KY21.Chr8.753
KH.C8.436	KY21.Chr8.754
KH.C8.736	KY21.Chr8.755
KH.C8.499	KY21.Chr8.756
KH.C8.839	KY21.Chr8.757
KH.C8.832	KY21.Chr8.758
KH.C8.731	KY21.Chr8.759
KH.C8.724	KY21.Chr8.760
KH.C8.446	KY21.Chr8.761
KH.C8.461	KY21.Chr8.762
KH.C8.703	KY21.Chr8.763
KH.C8.576	KY21.Chr8.764
KH.C8.850	KY21.Chr8.765
KH.C8.902	KY21.Chr8.766
KH.C8.352	KY21.Chr8.767
KH.C8.561	KY21.Chr8.768
KH.C8.141	KY21.Chr8.769
KH.C8.459	KY21.Chr8.770
KH.C8.99	KY21.Chr8.771
KH.C8.654	KY21.Chr8.773
KH.C8.827	KY21.Chr8.774
KH.C8.432	KY21.Chr8.775
KH.C8.817	KY21.Chr8.779
KH.C8.426	KY21.Chr8.781
KH.C8.235	KY21.Chr8.782
KH.C8.366	KY21.Chr8.783
KH.C8.335	KY21.Chr8.784
KH.C8.801	KY21.Chr8.785
KH.C8.849	KY21.Chr8.786
KH.C8.615	KY21.Chr8.787
KH.C8.116	KY21.Chr8.788
KH.C8.272	KY21.Chr8.789
KH.C8.475	KY21.Chr8.790
KH.C8.640	KY21.Chr8.791
KH.C8.394	KY21.Chr8.792
KH.C8.471	KY21.Chr8.794
KH.C8.663	KY21.Chr8.795
KH.C8.54	KY21.Chr8.800
KH.C8.605	KY21.Chr8.801
KH.C8.883	KY21.Chr8.802
KH.C8.38	KY21.Chr8.803
KH.C8.51	KY21.Chr8.805
KH.C8.748	KY21.Chr8.806
KH.C8.546	KY21.Chr8.807
KH.C8.204	KY21.Chr8.808
KH.C8.189	KY21.Chr8.811
KH.C8.41	KY21.Chr8.814
KH.C8.380	KY21.Chr8.815
KH.C8.699	KY21.Chr8.816
KH.C8.754	KY21.Chr8.817
KH.C8.45	KY21.Chr8.818
KH.C8.126	KY21.Chr8.819
KH.C8.539	KY21.Chr8.822
KH.C8.752	KY21.Chr8.823
KH.C8.135	KY21.Chr8.824
KH.C8.811	KY21.Chr8.825
KH.C8.397	KY21.Chr8.826
KH.C8.98	KY21.Chr8.828
KH.C8.182	KY21.Chr8.829
KH.C8.17	KY21.Chr8.830
KH.C8.24	KY21.Chr8.832
KH.C8.242	KY21.Chr8.833
KH.C8.520	KY21.Chr8.834
KH.C8.922	KY21.Chr8.835
KH.C8.42	KY21.Chr8.836
KH.C8.601	KY21.Chr8.838
KH.C8.700	KY21.Chr8.839
KH.C8.730	KY21.Chr8.840
KH.C8.117	KY21.Chr8.842
KH.C8.450	KY21.Chr8.843
KH.C8.188	KY21.Chr8.844
KH.C8.202	KY21.Chr8.845
KH.C8.732	KY21.Chr8.846
KH.C8.347	KY21.Chr8.848
KH.C8.371	KY21.Chr8.849
KH.C8.237	KY21.Chr8.850
KH.C8.588	KY21.Chr8.851
KH.C8.225	KY21.Chr8.852
KH.C8.3	KY21.Chr8.853
KH.C8.885	KY21.Chr8.854
KH.C8.68	KY21.Chr8.855
KH.S964.1	KY21.Chr8.859
KH.C8.176	KY21.Chr8.860
KH.C8.114	KY21.Chr8.861
KH.C8.765	KY21.Chr8.862
KH.C8.897	KY21.Chr8.863
KH.C8.449	KY21.Chr8.864
KH.C8.673	KY21.Chr8.865
KH.C8.783	KY21.Chr8.866
KH.C8.698	KY21.Chr8.867
KH.C8.547	KY21.Chr8.868
KH.C8.690	KY21.Chr8.869
KH.C8.634	KY21.Chr8.870
KH.C8.215	KY21.Chr8.871
KH.C8.16	KY21.Chr8.872
KH.C8.665	KY21.Chr8.873
KH.C8.253	KY21.Chr8.875
KH.C8.596	KY21.Chr8.876
KH.C8.222	KY21.Chr8.877
KH.C8.407	KY21.Chr8.878
KH.C8.543	KY21.Chr8.879
KH.C8.87	KY21.Chr8.880
KH.C8.464	KY21.Chr8.881
KH.C8.644	KY21.Chr8.882
KH.C8.269	KY21.Chr8.883
KH.C8.526	KY21.Chr8.884
KH.C8.747	KY21.Chr8.885
KH.C8.628	KY21.Chr8.886
KH.C8.49	KY21.Chr8.889
KH.C8.662	KY21.Chr8.890
KH.C8.239	KY21.Chr8.891
KH.C8.859	KY21.Chr8.892
KH.C8.477	KY21.Chr8.895
KH.C8.309	KY21.Chr8.896
KH.C8.482	KY21.Chr8.898
KH.C8.780	KY21.Chr8.900
KH.C8.669	KY21.Chr8.901
KH.C8.420	KY21.Chr8.902
KH.C8.320	KY21.Chr8.903
KH.C8.395	KY21.Chr8.904
KH.C8.614	KY21.Chr8.905
KH.C8.118	KY21.Chr8.906
KH.S1843.1	KY21.Chr8.909
KH.C8.212	KY21.Chr8.910
KH.C8.6	KY21.Chr8.911
KH.C8.428	KY21.Chr8.912
KH.C8.291	KY21.Chr8.914
KH.C8.152	KY21.Chr8.915
KH.C8.727	KY21.Chr8.916
KH.C8.173	KY21.Chr8.917
KH.S1029.2	KY21.Chr8.918
KH.S1029.1	KY21.Chr8.919
KH.S1542.1	KY21.Chr8.919
KH.S1269.1	KY21.Chr8.920
KH.S1269.3	KY21.Chr8.921
KH.S1269.2	KY21.Chr8.922
KH.C8.205	KY21.Chr8.924
KH.C8.70	KY21.Chr8.925
KH.C8.529	KY21.Chr8.926
KH.C8.741	KY21.Chr8.928
KH.C8.155	KY21.Chr8.929
KH.C8.303	KY21.Chr8.932
KH.C8.343	KY21.Chr8.933
KH.C8.57	KY21.Chr8.935
KH.C8.64	KY21.Chr8.936
KH.C8.361	KY21.Chr8.937
KH.C8.661	KY21.Chr8.938
KH.C8.894	KY21.Chr8.939
KH.C8.600	KY21.Chr8.940
KH.C8.311	KY21.Chr8.941
KH.C8.473	KY21.Chr8.942
KH.C8.516	KY21.Chr8.943
KH.C8.338	KY21.Chr8.945
KH.C8.427	KY21.Chr8.946
KH.C8.443	KY21.Chr8.947
KH.C8.59	KY21.Chr8.948
KH.C8.587	KY21.Chr8.949
KH.C8.479	KY21.Chr8.951
KH.C8.858	KY21.Chr8.952
KH.C8.418	KY21.Chr8.953
KH.C8.375	KY21.Chr8.954
KH.C8.466	KY21.Chr8.955
KH.C8.891	KY21.Chr8.956
KH.C8.904	KY21.Chr8.957
KH.C8.572	KY21.Chr8.958
KH.C8.709	KY21.Chr8.959
KH.C8.285	KY21.Chr8.960
KH.C8.440	KY21.Chr8.961
KH.C8.647	KY21.Chr8.964
KH.C8.384	KY21.Chr8.965
KH.C8.281	KY21.Chr8.966
KH.C8.165	KY21.Chr8.967
KH.C8.33	KY21.Chr8.968
KH.C8.658	KY21.Chr8.969
KH.C8.637	KY21.Chr8.970
KH.C8.467	KY21.Chr8.971
KH.C8.508	KY21.Chr8.973
KH.C8.848	KY21.Chr8.974
KH.C8.797	KY21.Chr8.975
