KY2021,KH2012,KH2013,uniprot,fullname
KY21.Chr2.738,KH.C2.858,KH.C2.858,Q7L1T6,Cytochrome b5 reductase 4 {ECO:0000305}
KY21.Chr2.739,KH.C2.6,KH.C2.6,P32856,Syntaxin-2
KY21.Chr2.74,,,A6NI61,Protein myomaker {ECO:0000250|UniProtKB:Q9D1N4}
KY21.Chr2.741,KH.C2.152,KH.C2.152,P23141,Liver carboxylesterase 1 {ECO:0000305}
KY21.Chr2.742,KH.C2.300,KH.C2.300,O00748,Cocaine esterase {ECO:0000305}
KY21.Chr2.743,KH.C2.1133,KH.C2.1133,P23141,Liver carboxylesterase 1 {ECO:0000305}
KY21.Chr2.744,KH.C2.749,KH.C2.749,O95071,E3 ubiquitin-protein ligase UBR5 {ECO:0000305}
KY21.Chr2.746,,,Q96RW7,Hemicentin-1
KY21.Chr2.749,KH.C2.489,KH.C2.489,Q15544,Transcription initiation factor TFIID subunit 11
KY21.Chr2.75,KH.C2.16,KH.C2.16,Q96GQ7,Probable ATP-dependent RNA helicase DDX27
KY21.Chr2.750,KH.C2.290,KH.C2.290,Q06546,GA-binding protein alpha chain
KY21.Chr2.751,KH.C2.310,KH.C2.310,Q9H7F4,Transmembrane protein 185B
KY21.Chr2.752,,,A0A1B0GTI8,Transmembrane protein 272 {ECO:0000305}
KY21.Chr2.753,KH.C2.403,KH.C2.403,Q96DT5,Dynein axonemal heavy chain 11 {ECO:0000305}
KY21.Chr2.756,KH.C2.133,KH.C2.133,Q96RW7,Hemicentin-1
KY21.Chr2.757,KH.C2.692,KH.C2.692,Q8NEM7,Transcription factor SPT20 homolog
KY21.Chr2.758,,,Q6UY18,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 4
KY21.Chr2.759,,,Q8NDA2,Hemicentin-2 {ECO:0000305}
KY21.Chr2.76,KH.C2.272,KH.C2.272,P52435,DNA-directed RNA polymerase II subunit RPB11-a
KY21.Chr2.761,KH.C2.280,KH.C2.280,Q9H4Y5,Glutathione S-transferase omega-2
KY21.Chr2.762,KH.C2.1130,KH.C2.1130,P78417,Glutathione S-transferase omega-1
KY21.Chr2.764,KH.C2.38,KH.C2.38,Q7Z2H8,Proton-coupled amino acid transporter 1 {ECO:0000305|PubMed:12809675}
KY21.Chr2.765,KH.C2.870,KH.C2.870,Q13564,NEDD8-activating enzyme E1 regulatory subunit
KY21.Chr2.766,KH.C2.598,KH.C2.598,Q17RS7,Flap endonuclease GEN homolog 1
KY21.Chr2.769,KH.C2.401,KH.C2.401,Q9UBU8,Mortality factor 4-like protein 1
KY21.Chr2.77,KH.C2.227,KH.C2.227,P09001,Large ribosomal subunit protein uL3m {ECO:0000303|PubMed:25278503}
KY21.Chr2.770,KH.C2.237,KH.C2.237,Q15814,Tubulin-specific chaperone C
KY21.Chr2.772,KH.C2.557,KH.C2.557,P26374,Rab proteins geranylgeranyltransferase component A 2
KY21.Chr2.773,KH.C2.630,KH.C2.630,Q7Z7A3,Cytoplasmic tRNA 2-thiolation protein 1 {ECO:0000255|HAMAP-Rule:MF_03053}
KY21.Chr2.774,KH.C2.616,KH.C2.616,P12081,"Histidine--tRNA ligase, cytoplasmic"
KY21.Chr2.775,KH.C2.738,KH.C2.738,Q9H720,PGAP2-interacting protein
KY21.Chr2.776,KH.C2.164,KH.C2.164,Q9NPE2,Neugrin
KY21.Chr2.778,KH.C2.80,KH.C2.80,Q9Y2H2,Phosphatidylinositide phosphatase SAC2 {ECO:0000305}
KY21.Chr2.779,KH.C2.305,KH.C2.305,Q96EC8,Protein YIPF6
KY21.Chr2.780,KH.C2.801,KH.C2.801,Q9BVG8,Kinesin-like protein KIFC3
KY21.Chr2.781,,,P11926,Ornithine decarboxylase
KY21.Chr2.782,KH.C2.922,KH.C2.922,Q96RW7,Hemicentin-1
KY21.Chr2.783,KH.C2.613,KH.C2.613,Q6PML9,"Proton-coupled zinc antiporter SLC30A9, mitochondrial {ECO:0000305}"
KY21.Chr2.784,KH.C2.582,KH.C2.582,Q9BPX7,UPF0415 protein C7orf25
KY21.Chr2.788,KH.C2.239,KH.C2.239,P34913,Bifunctional epoxide hydrolase 2 {ECO:0000305}
KY21.Chr2.789,KH.C2.1120,KH.C2.1120,Q6ZV65,Protein FAM47E
KY21.Chr2.79,KH.C2.104,KH.C2.104,Q9HBH5,Retinol dehydrogenase 14 {ECO:0000305}
KY21.Chr2.790,KH.C2.660,KH.C2.660,P35354,Prostaglandin G/H synthase 2 {ECO:0000305}
KY21.Chr2.791,KH.C2.78,KH.C2.78,Q9UIL1,Short coiled-coil protein
KY21.Chr2.792,KH.C2.646,KH.C2.646,Q8IWI9,MAX gene-associated protein
KY21.Chr2.793,KH.C2.526,KH.C2.526,Q9H598,Vesicular inhibitory amino acid transporter {ECO:0000303|PubMed:12031963}
KY21.Chr2.794,KH.C2.324,KH.C2.324,Q7Z3B4,Nucleoporin p54
KY21.Chr2.796,KH.C2.550,KH.C2.550,O15514,DNA-directed RNA polymerase II subunit RPB4
KY21.Chr2.797,KH.C2.1095,KH.C2.1095,Q96P48,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1"
KY21.Chr2.798,,,Q9NXP7,Gypsy retrotransposon integrase-like protein 1
KY21.Chr2.799,KH.C2.930,KH.C2.930,P35813,Protein phosphatase 1A
KY21.Chr2.8,KH.L145.1,KH.L145.1,Q9NV66,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1
KY21.Chr2.800,KH.C2.136,KH.C2.136,O43246,Cationic amino acid transporter 4
KY21.Chr2.801,KH.C2.819,KH.C2.819,P57737,Coronin-7
KY21.Chr2.802,KH.C2.785,KH.C2.785,Q6EMK4,Vasorin
KY21.Chr2.809,KH.C2.717,KH.C2.717,P07550,Beta-2 adrenergic receptor
KY21.Chr2.81,KH.C2.1046,KH.C2.1046,Q9Y2Y0,ADP-ribosylation factor-like protein 2-binding protein
KY21.Chr2.810,,,P35348,Alpha-1A adrenergic receptor
KY21.Chr2.811,KH.C2.127,KH.C2.127,Q92847,Growth hormone secretagogue receptor type 1
KY21.Chr2.812,KH.C2.777,KH.C2.777,Q6UVY6,DBH-like monooxygenase protein 1
KY21.Chr2.813,KH.C2.703,KH.C2.703,O60494,Cubilin {ECO:0000303|PubMed:9572993}
KY21.Chr2.814,KH.C2.986,KH.C2.986,Q9Y6L7,Tolloid-like protein 2
KY21.Chr2.815,KH.C2.1070,KH.C2.1070,Q9Y6L7,Tolloid-like protein 2
KY21.Chr2.816,KH.C2.1118,KH.C2.1118,O60494,Cubilin {ECO:0000303|PubMed:9572993}
KY21.Chr2.817,KH.C2.934,KH.C2.934,O60494,Cubilin {ECO:0000303|PubMed:9572993}
KY21.Chr2.818,KH.C2.1048,KH.C2.1048,O94941,RING finger protein 37 {ECO:0000305}
KY21.Chr2.819,KH.C2.531,KH.C2.531,Q86XE3,"Calcium uptake protein 3, mitochondrial {ECO:0000305}"
KY21.Chr2.82,KH.C2.778,KH.C2.778,P58340,Myeloid leukemia factor 1
KY21.Chr2.824,KH.C2.125,KH.C2.125,P31371,Fibroblast growth factor 9
KY21.Chr2.825,KH.C2.881,KH.C2.881,Q7Z2H8,Proton-coupled amino acid transporter 1 {ECO:0000305|PubMed:12809675}
KY21.Chr2.826,KH.C2.1025,KH.C2.1025,Q8IV35,Cilia- and flagella-associated protein 337 {ECO:0000305}
KY21.Chr2.827,KH.C2.1055,KH.C2.1055,P04054,Phospholipase A2
KY21.Chr2.828,KH.C2.815,KH.C2.815,Q86WC4,Osteopetrosis-associated transmembrane protein 1
KY21.Chr2.829,KH.C2.1088,KH.C2.1088,Q9UHA4,Ragulator complex protein LAMTOR3 {ECO:0000305}
KY21.Chr2.830,KH.C2.1020,KH.C2.1020,Q6IE81,Protein Jade-1
KY21.Chr2.831,KH.C2.406,KH.C2.406,Q49A26,Cytokine-like nuclear factor N-PAC {ECO:0000305|PubMed:30970244}
KY21.Chr2.832,KH.C2.353,KH.C2.353,O94868,F-BAR and double SH3 domains protein 2
KY21.Chr2.833,KH.C2.1072,KH.C2.1072,P46019,"Phosphorylase b kinase regulatory subunit alpha, liver isoform"
KY21.Chr2.835,KH.C2.128,KH.C2.128,Q9NRG7,Epimerase family protein SDR39U1 {ECO:0000305}
KY21.Chr2.836,KH.C2.988,KH.C2.988,Q9Y5Z6,"Beta-1,3-galactosyltransferase 1 {ECO:0000305}"
KY21.Chr2.837,KH.C2.66,KH.C2.66,Q8N1E6,F-box/LRR-repeat protein 14
KY21.Chr2.839,KH.C2.72,KH.C2.72,P78536,Disintegrin and metalloproteinase domain-containing protein 17
KY21.Chr2.84,KH.C2.205,KH.C2.205,P11926,Ornithine decarboxylase
KY21.Chr2.840,KH.C2.498,KH.C2.498,Q9BVA6,Protein adenylyltransferase FICD {ECO:0000305}
KY21.Chr2.841,KH.C2.781,KH.C2.781,Q6ZNB6,NF-X1-type zinc finger protein NFXL1
KY21.Chr2.842,KH.C2.473,KH.C2.473,Q8NBZ7,UDP-glucuronic acid decarboxylase 1 {ECO:0000305}
KY21.Chr2.843,KH.C2.546,KH.C2.546,Q9UHV9,Prefoldin subunit 2
KY21.Chr2.844,KH.C2.898,KH.C2.898,Q6ZTR5,Cilia- and flagella-associated protein 47 {ECO:0000305}
KY21.Chr2.845,KH.C2.303,KH.C2.303,A2A3N6,Putative PIP5K1A and PSMD4-like protein
KY21.Chr2.846,KH.C2.875,KH.C2.875,P55036,26S proteasome non-ATPase regulatory subunit 4
KY21.Chr2.848,KH.C2.85,KH.C2.85,Q5TGY1,Transmembrane and coiled-coil domain-containing protein 4
KY21.Chr2.849,KH.C2.632,KH.C2.632,Q12996,Cleavage stimulation factor subunit 3
KY21.Chr2.850,,,P11926,Ornithine decarboxylase
KY21.Chr2.852,KH.C2.978,KH.C2.978,Q9BYC5,"Alpha-(1,6)-fucosyltransferase"
KY21.Chr2.853,KH.C2.610,KH.C2.610,Q13268,"Dehydrogenase/reductase SDR family member 2, mitochondrial {ECO:0000303|PubMed:19027726}"
KY21.Chr2.854,KH.C2.877,KH.C2.877,Q8N695,Sodium-coupled monocarboxylate transporter 1
KY21.Chr2.856,KH.C2.346,KH.C2.346,Q9HCB6,Spondin-1
KY21.Chr2.857,KH.C2.209,KH.C2.209,P0DP23,Calmodulin-1 {ECO:0000312|HGNC:HGNC:1442}
KY21.Chr2.858,,,Q6UXB8,Peptidase inhibitor 16
KY21.Chr2.860,KH.C2.944,KH.C2.944,Q9H3Z4,DnaJ homolog subfamily C member 5 {ECO:0000305}
KY21.Chr2.861,KH.C2.309,KH.C2.309,Q9BX68,Adenosine 5'-monophosphoramidase HINT2 {ECO:0000305|PubMed:16762638}
KY21.Chr2.862,KH.C2.302,KH.C2.302,P50607,Tubby protein homolog
KY21.Chr2.864,KH.C2.509,KH.C2.509,Q9ULW5,Ras-related protein Rab-26
KY21.Chr2.865,KH.C2.1100,KH.C2.1100,Q9UMD9,Collagen alpha-1(XVII) chain
KY21.Chr2.866,KH.C2.719,KH.C2.719,Q9UPT9,Ubiquitin carboxyl-terminal hydrolase 22
KY21.Chr2.867,KH.C2.168,KH.C2.168,Q92539,Phosphatidate phosphatase LPIN2 {ECO:0000305}
KY21.Chr2.868,KH.C2.656,KH.C2.656,Q6ZWL3,Cytochrome P450 4V2
KY21.Chr2.869,KH.C2.1000,KH.C2.1000,P52434,"DNA-directed RNA polymerases I, II, and III subunit RPABC3"
KY21.Chr2.87,KH.C2.79,KH.C2.79,Q8TDW5,Synaptotagmin-like protein 5
KY21.Chr2.870,KH.C2.358,KH.C2.358,Q69YL0,Protein NCBP2AS2
KY21.Chr2.871,KH.C2.374,KH.C2.374,P11388,DNA topoisomerase 2-alpha
KY21.Chr2.872,KH.C2.388,KH.C2.388,Q4LDE5,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
KY21.Chr2.873,KH.C2.1049,KH.C2.1049,Q8N129,Protein canopy homolog 4
KY21.Chr2.875,KH.C2.872,KH.C2.872,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2
KY21.Chr2.877,KH.C2.846,KH.C2.846,Q9BYG0,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase {ECO:0000305}"
KY21.Chr2.878,KH.C2.400,KH.C2.400,Q8N3P4,Vacuolar protein sorting-associated protein 8 homolog
KY21.Chr2.879,KH.C2.960,KH.C2.960,Q92576,PHD finger protein 3
KY21.Chr2.880,KH.C2.504,KH.C2.504,Q6UXM1,Leucine-rich repeats and immunoglobulin-like domains protein 3
KY21.Chr2.881,KH.C2.449,KH.C2.449,Q92541,RNA polymerase-associated protein RTF1 homolog
KY21.Chr2.883,KH.C2.171,KH.C2.171,Q96NT0,Coiled-coil domain-containing protein 115 {ECO:0000303|PubMed:26833332}
KY21.Chr2.884,KH.C2.828,KH.C2.828,Q13371,Phosducin-like protein
KY21.Chr2.885,KH.C2.549,KH.C2.549,P04424,Argininosuccinate lyase {ECO:0000303|PubMed:3391281}
KY21.Chr2.886,KH.C2.137,KH.C2.137,Q7Z5Y7,BTB/POZ domain-containing protein KCTD20
KY21.Chr2.888,,,P07942,Laminin subunit beta-1
KY21.Chr2.889,KH.C2.153,KH.C2.153,Q0VAA2,Leucine-rich repeat-containing protein 74A {ECO:0000312|HGNC:HGNC:23346}
KY21.Chr2.89,,,Q8IYJ3,Synaptotagmin-like protein 1
KY21.Chr2.892,KH.C2.650,KH.C2.650,P35556,Fibrillin-2 {ECO:0000303|PubMed:32329225}
KY21.Chr2.893,KH.C2.962,KH.C2.962,P22607,Fibroblast growth factor receptor 3
KY21.Chr2.894,KH.C2.758,KH.C2.758,Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta
KY21.Chr2.896,KH.C2.654,KH.C2.654,Q9H2U1,ATP-dependent DNA/RNA helicase DHX36 {ECO:0000305}
KY21.Chr2.897,KH.C2.859,KH.C2.859,P04066,Tissue alpha-L-fucosidase {ECO:0000305}
KY21.Chr2.899,KH.C2.884,KH.C2.884,Q3SYC2,2-acylglycerol O-acyltransferase 2 {ECO:0000305}
KY21.Chr2.90,KH.C2.751,KH.C2.751,Q5TKA1,Protein lin-9 homolog
KY21.Chr2.900,KH.C2.507,KH.C2.507,P17538,Chymotrypsinogen B
KY21.Chr2.901,KH.C2.614,KH.C2.614,P00813,Adenosine deaminase
KY21.Chr2.902,KH.C2.338,KH.C2.338,P30084,"Enoyl-CoA hydratase, mitochondrial {ECO:0000305}"
KY21.Chr2.903,KH.C2.182,KH.C2.182,Q8NA69,Stabilizer of axonemal microtubules 5 {ECO:0000312|HGNC:HGNC:24745}
KY21.Chr2.904,KH.C2.923,KH.C2.923,Q53HC9,EARP and GARP complex-interacting protein 1 {ECO:0000305|PubMed:27440922}
KY21.Chr2.905,KH.C2.860,KH.C2.860,Q6PD74,Alpha- and gamma-adaptin-binding protein p34
KY21.Chr2.906,KH.C2.826,KH.C2.826,Q9NUJ3,T-complex protein 11-like protein 1
KY21.Chr2.907,KH.C2.629,KH.C2.629,Q96KS9,Protein FAM167A
KY21.Chr2.908,KH.C2.161,KH.C2.161,Q96RI1,Bile acid receptor
KY21.Chr2.909,KH.C2.595,KH.C2.595,Q8N392,Rho GTPase-activating protein 18
KY21.Chr2.91,KH.C2.939,KH.C2.939,Q14117,Dihydropyrimidinase
KY21.Chr2.910,KH.C2.69,KH.C2.69,P30301,Lens fiber major intrinsic protein {ECO:0000303|PubMed:1840563}
KY21.Chr2.913,KH.C2.1149,KH.C2.1149,Q969H0,F-box/WD repeat-containing protein 7 {ECO:0000305}
KY21.Chr2.914,KH.C2.74,KH.C2.74,O15374,Monocarboxylate transporter 5
KY21.Chr2.915,KH.C2.334,KH.C2.334,Q96A29,GDP-fucose transporter 1 {ECO:0000305}
KY21.Chr2.917,KH.C2.75,KH.C2.75,P05019,Insulin-like growth factor 1 {ECO:0000312|HGNC:HGNC:5464}
KY21.Chr2.918,KH.C2.393,KH.C2.393,P00505,"Aspartate aminotransferase, mitochondrial"
KY21.Chr2.919,KH.C2.329,KH.C2.329,Q9NVE5,Ubiquitin carboxyl-terminal hydrolase 40
KY21.Chr2.92,KH.C2.15,KH.C2.15,Q9Y3B2,Exosome complex component CSL4
KY21.Chr2.920,KH.C2.332,KH.C2.332,P48506,Glutamate--cysteine ligase catalytic subunit {ECO:0000305}
KY21.Chr2.921,KH.C2.289,KH.C2.289,O76082,Organic cation/carnitine transporter 2 {ECO:0000305}
KY21.Chr2.922,,,Q7RTX9,Monocarboxylate transporter 14
KY21.Chr2.923,KH.C2.530,KH.C2.530,Q86US8,Telomerase-binding protein EST1A {ECO:0000305}
KY21.Chr2.924,KH.C2.1096,KH.C2.1096,Q9BZE9,Tether containing UBX domain for GLUT4
KY21.Chr2.927,KH.C2.569,KH.C2.569,Q92847,Growth hormone secretagogue receptor type 1
KY21.Chr2.93,KH.C2.579,KH.C2.579,Q16629,Serine/arginine-rich splicing factor 7
KY21.Chr2.930,,,Q8N6F8,Methyltransferase-like protein 27 {ECO:0000312|HGNC:HGNC:19068}
KY21.Chr2.931,KH.C2.269,KH.C2.269,O95319,CUGBP Elav-like family member 2
KY21.Chr2.933,KH.C2.336,KH.C2.336,P22003,Bone morphogenetic protein 5
KY21.Chr2.934,KH.C2.502,KH.C2.502,P06276,Cholinesterase
KY21.Chr2.935,KH.C2.119,KH.C2.119,Q9BY79,Membrane frizzled-related protein
KY21.Chr2.938,KH.C2.759,KH.C2.759,A6NN90,Uncharacterized protein C2orf81 {ECO:0000305}
KY21.Chr2.939,KH.C2.874,KH.C2.874,Q96F24,Nuclear receptor-binding factor 2
KY21.Chr2.94,KH.C2.655,KH.C2.655,Q5T4D3,Protein O-mannosyl-transferase TMTC4 {ECO:0000305}
KY21.Chr2.940,KH.C2.800,KH.C2.800,P21802,Fibroblast growth factor receptor 2
KY21.Chr2.941,KH.C2.503,KH.C2.503,P58215,Lysyl oxidase homolog 3 {ECO:0000305}
KY21.Chr2.943,KH.C2.602,KH.C2.602,Q96IV6,Fatty acid hydroxylase domain-containing protein 2
KY21.Chr2.944,,,Q96IV6,Fatty acid hydroxylase domain-containing protein 2
KY21.Chr2.945,,,Q96IV6,Fatty acid hydroxylase domain-containing protein 2
KY21.Chr2.946,,,Q96IV6,Fatty acid hydroxylase domain-containing protein 2
KY21.Chr2.947,KH.C2.122,KH.C2.122,Q96IV6,Fatty acid hydroxylase domain-containing protein 2
KY21.Chr2.948,,,Q96IV6,Fatty acid hydroxylase domain-containing protein 2
KY21.Chr2.949,,,Q96IV6,Fatty acid hydroxylase domain-containing protein 2
KY21.Chr2.950,KH.C2.25,KH.C2.25,Q9BXW9,Fanconi anemia group D2 protein
KY21.Chr2.952,KH.C2.32,KH.C2.32,P07911,Uromodulin
KY21.Chr2.953,KH.C2.482,KH.C2.482,P08172,Muscarinic acetylcholine receptor M2
KY21.Chr2.955,KH.C2.1150,KH.C2.1150,O95185,Netrin receptor UNC5C
KY21.Chr2.956,KH.C2.675,KH.C2.675,Q8WUD4,Coiled-coil domain-containing protein 12
KY21.Chr2.958,KH.C2.825,KH.C2.825,O43597,Protein sprouty homolog 2
KY21.Chr2.96,KH.C2.444,KH.C2.444,Q9NUQ2,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon
KY21.Chr2.966,KH.C2.814,KH.C2.814,Q8NB90,ATPase family gene 2 protein homolog A {ECO:0000305}
KY21.Chr2.968,KH.C2.404,KH.C2.404,Q7Z442,Polycystin-1-like protein 2 {ECO:0000305}
KY21.Chr2.969,KH.C2.419,KH.C2.419,P61289,Proteasome activator complex subunit 3
KY21.Chr2.970,,,Q49A17,Polypeptide N-acetylgalactosaminyltransferase-like 6
KY21.Chr2.971,KH.C2.728,KH.C2.728,Q9NY93,Probable ATP-dependent RNA helicase DDX56
KY21.Chr2.972,KH.C2.363,KH.C2.363,Q8N0X4,"Citramalyl-CoA lyase, mitochondrial {ECO:0000303|PubMed:29056341}"
KY21.Chr2.974,KH.C2.585,KH.C2.585,Q96E29,"Transcription termination factor 3, mitochondrial"
KY21.Chr2.975,,,Q8N2A8,Mitochondrial cardiolipin hydrolase
KY21.Chr2.978,KH.C2.232,KH.C2.232,Q6QHF9,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase
KY21.Chr2.979,,,Q6QHF9,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase
KY21.Chr2.98,KH.C2.971,KH.C2.971,P09601,Heme oxygenase 1
KY21.Chr2.980,KH.C2.481,KH.C2.481,Q9Y619,Mitochondrial ornithine transporter 1
KY21.Chr2.981,KH.C2.1087,KH.C2.1087,Q8N6M3,"Acyl-coenzyme A diphosphatase FITM2 {ECO:0000255|HAMAP-Rule:MF_03230, ECO:0000303|PubMed:32915949}"
KY21.Chr2.982,KH.C2.29,KH.C2.29,Q8NE18,Putative methyltransferase NSUN7
KY21.Chr2.983,KH.C2.322,KH.C2.322,P27449,V-type proton ATPase 16 kDa proteolipid subunit c {ECO:0000305}
KY21.Chr2.984,KH.C2.469,KH.C2.469,Q96HF1,Secreted frizzled-related protein 2
KY21.Chr2.985,KH.C2.44,KH.C2.44,Q9HB90,Ras-related GTP-binding protein C
KY21.Chr2.986,KH.C2.339,KH.C2.339,Q5W0B1,ORC ubiquitin ligase 1 {ECO:0000305}
KY21.Chr2.987,KH.C2.928,KH.C2.928,Q7RTY1,Monocarboxylate transporter 9
KY21.Chr2.988,KH.C2.189,KH.C2.189,Q5T6X4,Protein FAM162B
KY21.Chr2.989,KH.C2.1027,KH.C2.1027,Q8N8N7,Prostaglandin reductase 2 {ECO:0000305}
KY21.Chr2.99,KH.C2.879,KH.C2.879,Q6XQN6,Nicotinate phosphoribosyltransferase
KY21.Chr2.990,KH.C2.958,KH.C2.958,P49758,Regulator of G-protein signaling 6
KY21.Chr2.991,,,O00244,Copper transport protein ATOX1 {ECO:0000305}
KY21.Chr2.992,KH.C2.142,KH.C2.142,Q14331,Protein FRG1 {ECO:0000305}
KY21.Chr2.994,KH.C2.381,KH.C2.381,Q8N184,Zinc finger protein 567
KY21.Chr2.995,KH.C2.343,KH.C2.343,Q6ZMW2,Zinc finger protein 782
KY21.Chr2.996,KH.C2.917,KH.C2.917,Q9BZM3,GS homeobox 2
KY21.Chr2.997,KH.C2.837,KH.C2.837,Q66GS9,Centrosomal protein of 135 kDa {ECO:0000305}
KY21.Chr2.998,KH.C2.1128,KH.C2.1128,P08236,Beta-glucuronidase
KY21.Chr2.999,KH.C2.565,KH.C2.565,P61009,Signal peptidase complex subunit 3
KY21.Chr3.10,KH.L164.10,KH.L164.10,Q9H5V7,Zinc finger protein Pegasus
KY21.Chr3.1005,,,P78504,Protein jagged-1
KY21.Chr3.1009,KH.C3.557,KH.C3.557,Q9NQ86,E3 ubiquitin-protein ligase TRIM36
KY21.Chr3.1010,KH.C3.654,KH.C3.654,P98066,Tumor necrosis factor-inducible gene 6 protein
KY21.Chr3.1011,KH.C3.292,KH.C3.292,P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
KY21.Chr3.1012,KH.C3.350,KH.C3.350,Q86VM9,Zinc finger CCCH domain-containing protein 18 {ECO:0000305}
KY21.Chr3.1014,,,A0A0U1RQI7,Kruppel-like factor 18 {ECO:0000305}
KY21.Chr3.1017,KH.C3.48,KH.C3.48,Q14728,Major facilitator superfamily domain-containing protein 10
KY21.Chr3.1018,KH.C3.689,KH.C3.689,Q9UL45,Biogenesis of lysosome-related organelles complex 1 subunit 6
KY21.Chr3.1019,KH.C3.831,KH.C3.831,P05455,Lupus La protein
KY21.Chr3.1020,KH.C3.136,KH.C3.136,Q68EM7,Rho GTPase-activating protein 17
KY21.Chr3.1021,,,O43897,Tolloid-like protein 1
KY21.Chr3.1022,KH.C3.504,KH.C3.504,O60494,Cubilin {ECO:0000303|PubMed:9572993}
KY21.Chr3.1023,KH.C3.380,KH.C3.380,Q7Z407,CUB and sushi domain-containing protein 3
KY21.Chr3.1025,KH.C3.264,KH.C3.264,Q99795,Cell surface A33 antigen
KY21.Chr3.1026,KH.C3.424,KH.C3.424,Q6FI81,Anamorsin {ECO:0000255|HAMAP-Rule:MF_03115}
KY21.Chr3.1027,KH.C3.130,KH.C3.130,Q9H977,WD repeat-containing protein 54 {ECO:0000305}
KY21.Chr3.1028,KH.C3.270,KH.C3.270,O43353,Receptor-interacting serine/threonine-protein kinase 2
KY21.Chr3.1029,,,Q8IU89,Ceramide synthase 3 {ECO:0000303|PubMed:17977534}
KY21.Chr3.103,KH.S489.3,KH.S489.3,Q9BVC4,Target of rapamycin complex subunit LST8 {ECO:0000305}
KY21.Chr3.1030,,,O75575,DNA-directed RNA polymerase III subunit RPC9
KY21.Chr3.1031,KH.C3.491,KH.C3.491,Q8TF61,F-box only protein 41
KY21.Chr3.1033,KH.C3.166,KH.C3.166,Q15031,"Leucine--tRNA ligase, mitochondrial {ECO:0000305}"
KY21.Chr3.1034,KH.C3.621,KH.C3.621,Q969Y0,NXPE family member 3
KY21.Chr3.1035,KH.C3.560,KH.C3.560,Q96HA9,Peroxisomal membrane protein 11C
KY21.Chr3.1036,KH.C3.109,KH.C3.109,Q9NW15,Anoctamin-10
KY21.Chr3.1037,KH.C3.375,KH.C3.375,Q14790,Caspase-8 {ECO:0000303|PubMed:12010809}
KY21.Chr3.1038,KH.C3.816,KH.C3.816,Q92620,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16
KY21.Chr3.1039,KH.C3.337,KH.C3.337,Q6ZSZ6,Teashirt homolog 1
KY21.Chr3.1042,KH.C3.539,KH.C3.539,Q05C16,Leucine-rich repeat-containing protein 63
KY21.Chr3.1044,KH.C3.860,KH.C3.860,P55884,Eukaryotic translation initiation factor 3 subunit B {ECO:0000255|HAMAP-Rule:MF_03001}
KY21.Chr3.1046,KH.C3.719,KH.C3.719,Q9UG63,ATP-binding cassette sub-family F member 2
KY21.Chr3.1047,KH.C3.635,KH.C3.635,P30988,Calcitonin receptor {ECO:0000305}
KY21.Chr3.1048,KH.C3.369,KH.C3.369,P54277,PMS1 protein homolog 1
KY21.Chr3.1049,KH.C3.744,KH.C3.744,Q8NG66,Serine/threonine-protein kinase Nek11
KY21.Chr3.105,KH.S489.1,KH.S489.1,P61204,ADP-ribosylation factor 3
KY21.Chr3.1050,KH.C3.705,KH.C3.705,P30968,Gonadotropin-releasing hormone receptor
KY21.Chr3.1052,,,Q9H5L6,DNA transposase THAP9
KY21.Chr3.1054,KH.C3.281,KH.C3.281,P30968,Gonadotropin-releasing hormone receptor
KY21.Chr3.1057,KH.C3.616,KH.C3.616,P30968,Gonadotropin-releasing hormone receptor
KY21.Chr3.1059,KH.C3.289,KH.C3.289,O60303,Katanin-interacting protein
KY21.Chr3.1060,KH.C3.477,KH.C3.477,Q08AM6,Protein VAC14 homolog
KY21.Chr3.1062,KH.C3.520,KH.C3.520,A0A1B0GVB3,Putative uncharacterized protein C7orf78
KY21.Chr3.1063,KH.C3.671,KH.C3.671,Q9HC21,Mitochondrial thiamine pyrophosphate carrier
KY21.Chr3.1064,KH.C3.492,KH.C3.492,Q8IYF3,Testis-expressed protein 11
KY21.Chr3.1066,KH.C3.152,KH.C3.152,Q08945,FACT complex subunit SSRP1
KY21.Chr3.1067,,,A6NKG5,Retrotransposon-like protein 1
KY21.Chr3.1068,KH.C3.952,KH.C3.952,Q4LDE5,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
KY21.Chr3.107,,,Q92752,Tenascin-R
KY21.Chr3.1070,KH.C3.545,KH.C3.545,O60909,"Beta-1,4-galactosyltransferase 2 {ECO:0000305}"
KY21.Chr3.1071,KH.C3.173,KH.C3.173,Q96KV7,WD repeat-containing protein 90
